"id";"age";"sexe";"nivetud";"poids";"occup";"qualif";"freres.soeurs";"clso";"relig";"trav.imp";"trav.satisf";"hard.rock";"lecture.bd";"peche.chasse";"cuisine";"bricol";"cinema";"sport";"heures.tv"
1529;27;"Homme";"Derniere annee d'etudes primaires";20681,689017;"Exerce une profession";"Ouvrier specialise";10;"Non";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
1530;29;"Homme";"Enseignement superieur y compris technique superieur";6388,4989103;"Exerce une profession";"Profession intermediaire";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0
1531;52;"Femme";"2eme cycle";6260,7408276;"Exerce une profession";"Profession intermediaire";4;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1533;24;"Femme";;4629,229073;"Etudiant, eleve";;2;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
1534;48;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";2070,933954;"Au foyer";"Ouvrier qualifie";4;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1535;35;"Homme";"Enseignement technique ou professionnel court";2567,5732816;"Exerce une profession";"Ouvrier qualifie";3;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1536;37;"Homme";"Enseignement superieur y compris technique superieur";6866,5777231;"Exerce une profession";"Autre";0;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
1537;49;"Femme";"2eme cycle";796,86890467;"Au foyer";"Employe";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";4
1538;69;"Femme";"Enseignement technique ou professionnel court";542,9320365;"Retraite";"Ouvrier qualifie";6;"Ne sait pas";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";10
1539;23;"Femme";"2eme cycle";5432,3153571;"Chomeur";"Employe";1;"Non";"Rejet";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";4
1544;43;"Femme";"Enseignement superieur y compris technique superieur";1274,6161189;"Exerce une profession";;2;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
1548;55;"Homme";"Enseignement technique ou professionnel long";14191,391084;"Exerce une profession";"Cadre";4;"Non";"Ni croyance ni appartenance";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
1550;22;"Homme";;9457,085961;"Etudiant, eleve";;6;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
1551;68;"Femme";"Derniere annee d'etudes primaires";2897,2763443;"Retraite";"Ouvrier specialise";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";6
1552;34;"Homme";"Enseignement technique ou professionnel court";2485,8421647;"Exerce une profession";"Employe";3;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";0
1553;75;"Homme";"Derniere annee d'etudes primaires";9568,3105829;"Retire des affaires";;3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Non";"Non";"Non";3
1554;36;"Homme";"Enseignement superieur y compris technique superieur";704,50182093;"Exerce une profession";"Cadre";4;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";3
1558;57;"Femme";"Enseignement technique ou professionnel court";2608,3996524;"Exerce une profession";"Employe";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
1562;28;"Homme";"2eme cycle";3884,2239658;"Exerce une profession";"Employe";8;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";0,4
1563;36;"Femme";"Enseignement superieur y compris technique superieur";1725,2253577;"Exerce une profession";"Employe";1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Non";"Oui";"Oui";"Oui";"Non";2
1565;45;"Femme";"Enseignement superieur y compris technique superieur";2163,6420889;"Chomeur";"Employe";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1
1567;45;"Femme";"2eme cycle";4771,0238711;"Exerce une profession";"Employe";6;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1569;70;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";2651,4048515;"Autre inactif";"Employe";11;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1570;29;"Homme";"Enseignement superieur y compris technique superieur";8410,5546403;"Exerce une profession";;1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0
1571;50;"Femme";"Enseignement technique ou professionnel court";898,65362912;"Exerce une profession";"Autre";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";2
1572;44;"Homme";"1er cycle";8082,9371683;"Exerce une profession";"Ouvrier specialise";5;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";5
1573;78;"Femme";"Enseignement superieur y compris technique superieur";12855,250965;"Retraite";"Cadre";0;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1576;32;"Homme";"1er cycle";3444,3739105;"Exerce une profession";"Ouvrier qualifie";3;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Oui";"Oui";"Oui";2
1578;30;"Homme";"Enseignement superieur y compris technique superieur";7367,1052947;"Exerce une profession";"Employe";6;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
1580;27;"Homme";"Enseignement superieur y compris technique superieur";7337,7403014;"Exerce une profession";"Cadre";1;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Non";"Oui";"Oui";2
1581;54;"Femme";"Enseignement technique ou professionnel court";12246,106035;"Au foyer";"Ouvrier specialise";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
1583;48;"Homme";"1er cycle";7838,5776234;"Exerce une profession";"Profession intermediaire";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Oui";"Oui";"Non";"Oui";"Non";2
1584;26;"Femme";"Enseignement superieur y compris technique superieur";9183,735568;"Exerce une profession";"Employe";1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1585;29;"Femme";"Enseignement superieur y compris technique superieur";3072,7966265;"Exerce une profession";"Profession intermediaire";4;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";3
1587;53;"Femme";"Enseignement technique ou professionnel court";1540,2101817;"Exerce une profession";;5;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1588;67;"Homme";"Derniere annee d'etudes primaires";1278,0145082;"Retraite";"Ouvrier qualifie";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1589;52;"Femme";"Derniere annee d'etudes primaires";3450,4632663;"Exerce une profession";"Employe";9;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
1590;64;"Homme";"Derniere annee d'etudes primaires";3524,8393208;"Retraite";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";3
1591;82;"Femme";"Enseignement technique ou professionnel court";4296,2919337;"Retraite";"Ouvrier qualifie";4;"Ne sait pas";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
1592;74;"Homme";"Enseignement technique ou professionnel court";4829,1402212;"Retraite";"Employe";0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1594;30;"Homme";"2eme cycle";6781,5564311;"Exerce une profession";"Employe";4;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";2
1599;77;"Homme";"Derniere annee d'etudes primaires";4546,9143221;"Retraite";;0;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1601;47;"Homme";"Enseignement superieur y compris technique superieur";4131,511442;"Exerce une profession";"Cadre";1;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1602;38;"Femme";"Enseignement superieur y compris technique superieur";5538,1947892;"Exerce une profession";"Employe";0;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1603;34;"Femme";"1er cycle";1050,2841821;"Exerce une profession";"Employe";22;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1605;39;"Femme";"Enseignement technique ou professionnel court";10365,590711;"Au foyer";"Employe";2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1606;81;"Homme";"1er cycle";4492,9983575;"Retraite";"Profession intermediaire";0;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1607;19;"Homme";"Enseignement technique ou professionnel court";1760,2956893;"Chomeur";"Employe";2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";4
1608;20;"Homme";;22870,421513;"Etudiant, eleve";"Ouvrier qualifie";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";1
1609;39;"Homme";"Enseignement superieur y compris technique superieur";6721,5325261;"Exerce une profession";"Cadre";0;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";2
1610;34;"Femme";"Enseignement superieur y compris technique superieur";7052,1463581;"Au foyer";"Autre";1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1611;53;"Femme";"2eme cycle";1947,2831597;"Chomeur";"Employe";2;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
1612;47;"Femme";"Derniere annee d'etudes primaires";4898,8682231;"Chomeur";"Employe";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
1614;75;"Femme";"2eme cycle";2768,0922959;"Retraite";"Technicien";1;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1615;74;"Homme";"2eme cycle";5878,7933898;"Retraite";"Cadre";1;"Non";"Rejet";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1617;57;"Femme";"Derniere annee d'etudes primaires";3186,4697174;"Au foyer";"Ouvrier qualifie";12;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";4
1619;25;"Homme";;3767,8327105;"Exerce une profession";"Employe";5;"Oui";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
1620;22;"Homme";"Enseignement technique ou professionnel court";8757,7673443;"Chomeur";"Ouvrier specialise";1;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1624;46;"Femme";"1er cycle";1517,3012133;"Chomeur";"Employe";3;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1627;21;"Homme";;10772,849942;"Etudiant, eleve";;2;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2,9
1628;68;"Homme";"Enseignement superieur y compris technique superieur";4872,1625775;"Retraite";"Cadre";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
1631;37;"Femme";"Enseignement superieur y compris technique superieur";5713,7817821;"Exerce une profession";"Employe";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";4
1634;19;"Homme";;7526,5166403;"Etudiant, eleve";;2;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
1638;33;"Homme";"Enseignement technique ou professionnel court";8851,8697903;"Exerce une profession";;2;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
1639;73;"Femme";"Enseignement technique ou professionnel court";5858,7943893;"Retraite";"Employe";1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";2
1640;21;"Homme";;3026,5721716;"Etudiant, eleve";;3;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1,4
1641;23;"Homme";"Enseignement technique ou professionnel long";17764,996702;"Exerce une profession";"Ouvrier qualifie";2;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";6
1642;52;"Femme";"Enseignement technique ou professionnel court";6749,6866134;"Exerce une profession";"Ouvrier specialise";1;"Non";"Pratiquant regulier";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";3
1646;23;"Homme";"Enseignement technique ou professionnel court";10725,844498;"Exerce une profession";"Ouvrier specialise";4;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
1650;42;"Femme";"Enseignement technique ou professionnel court";2549,2602491;"Exerce une profession";"Employe";5;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1651;30;"Homme";"Enseignement superieur y compris technique superieur";5310,2629544;"Exerce une profession";"Technicien";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";1
1652;41;"Homme";"Enseignement superieur y compris technique superieur";5303,3458188;"Exerce une profession";"Employe";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";3
1653;40;"Femme";"Enseignement superieur y compris technique superieur";8906,3090749;"Exerce une profession";"Cadre";1;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";3
1655;40;"Femme";"Enseignement technique ou professionnel court";5801,796399;"Exerce une profession";"Employe";2;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
1659;50;"Femme";"2eme cycle";5840,4173031;"Exerce une profession";"Autre";4;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";0,6
1661;20;"Homme";"2eme cycle";3342,8925791;"Exerce une profession";"Ouvrier specialise";5;"Oui";"Pratiquant regulier";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1662;53;"Homme";"Enseignement superieur y compris technique superieur";2789,1514671;"Exerce une profession";"Cadre";3;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";0
1664;88;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";1055,5418559;"Retraite";"Employe";4;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1665;23;"Femme";"Enseignement superieur y compris technique superieur";5429,5949123;"Exerce une profession";"Employe";2;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Oui";"Non";"Non";"Oui";"Non";"Non";"Non";3
1667;74;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";1035,6163333;"Retraite";"Employe";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1668;69;"Homme";"Enseignement technique ou professionnel court";2145,956165;"Retire des affaires";;2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1672;39;"Homme";"Enseignement superieur y compris technique superieur";5413,922556;"Exerce une profession";"Profession intermediaire";1;"Oui";"NSP ou NVPR";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1,7
1673;48;"Femme";"Enseignement superieur y compris technique superieur";453,96878422;"Exerce une profession";"Profession intermediaire";4;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Non";"Non";"Non";"Oui";"Oui";1
1678;58;"Homme";"Enseignement superieur y compris technique superieur";473,01687858;"Exerce une profession";"Cadre";2;"Oui";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";1
1679;80;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";5568,526423;"Retraite";;2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
1684;55;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";1362,8477064;"Autre inactif";"Profession intermediaire";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Oui";"Non";"Non";"Non";10
1685;35;"Femme";"Enseignement technique ou professionnel court";324,16573629;"Au foyer";"Employe";2;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";10
1686;40;"Femme";"Enseignement superieur y compris technique superieur";2009,7097721;"Chomeur";"Employe";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0
1687;51;"Femme";"Enseignement technique ou professionnel court";1596,0475712;"Exerce une profession";"Employe";4;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";4
1688;67;"Femme";"1er cycle";15483,233905;"Retraite";"Cadre";0;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1690;27;"Homme";"Enseignement superieur y compris technique superieur";18639,521446;"Exerce une profession";"Ouvrier specialise";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1693;45;"Homme";"Enseignement technique ou professionnel court";7324,8436862;"Exerce une profession";"Profession intermediaire";4;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1697;74;"Femme";"Derniere annee d'etudes primaires";5416,0512463;"Retraite";"Employe";0;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";5
1698;59;"Homme";"Enseignement technique ou professionnel court";2866,9665592;"Chomeur";"Profession intermediaire";5;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";4
1699;47;"Femme";"Enseignement superieur y compris technique superieur";842,08538621;"Exerce une profession";"Cadre";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";1
1700;54;"Femme";"Derniere annee d'etudes primaires";1830,8795029;"Exerce une profession";"Ouvrier specialise";6;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1701;36;"Homme";"Enseignement superieur y compris technique superieur";2088,8993977;"Exerce une profession";"Cadre";2;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
1703;30;"Femme";"Enseignement technique ou professionnel court";12081,02626;"Au foyer";"Employe";3;"Non";"NSP ou NVPR";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1706;44;"Homme";"Enseignement technique ou professionnel court";5927,0888762;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";0,3
1714;49;"Femme";"Enseignement superieur y compris technique superieur";1525,0713581;"Exerce une profession";"Cadre";4;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";1
1720;74;"Femme";"Enseignement technique ou professionnel court";4215,0775052;"Retraite";"Ouvrier specialise";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1723;40;"Femme";"Derniere annee d'etudes primaires";2631,814878;"Au foyer";"Employe";7;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1728;44;"Homme";"N'a jamais fait d'etudes";3240,2139729;"Autre inactif";;7;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1729;31;"Femme";"Enseignement technique ou professionnel long";11305,217434;"Exerce une profession";"Ouvrier specialise";0;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1731;57;"Femme";"Derniere annee d'etudes primaires";4875,1770896;"Exerce une profession";"Ouvrier qualifie";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1733;50;"Femme";"Enseignement technique ou professionnel court";10453,812296;"Exerce une profession";"Employe";2;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";6
1735;65;"Homme";"1er cycle";6883,6004212;"Autre inactif";"Ouvrier qualifie";1;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1739;62;"Homme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";936,02463701;"Retraite";"Ouvrier qualifie";8;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";4
1742;31;"Homme";"Enseignement technique ou professionnel court";11752,962033;"Exerce une profession";"Ouvrier qualifie";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";2
1745;24;"Homme";"Enseignement technique ou professionnel court";4831,1649294;"Chomeur";"Ouvrier specialise";8;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";2
1746;72;"Femme";"1er cycle";10643,095765;"Retire des affaires";;2;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
1747;37;"Femme";"2eme cycle";5833,6880316;"Exerce une profession";"Employe";6;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0,3
1748;48;"Femme";"Derniere annee d'etudes primaires";4212,0767888;"Exerce une profession";"Ouvrier qualifie";8;"Non";"Appartenance sans pratique";"Peu important";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1749;58;"Femme";"Enseignement superieur y compris technique superieur";6088,5890265;"Au foyer";;3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1750;32;"Femme";"1er cycle";7818,2303541;"Chomeur";"Ouvrier specialise";7;"Non";"NSP ou NVPR";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1751;47;"Femme";"Enseignement superieur y compris technique superieur";4228,2266362;"Exerce une profession";"Autre";2;"Non";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Oui";0,7
1752;50;"Femme";"Derniere annee d'etudes primaires";4100,4585984;"Exerce une profession";"Employe";4;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1753;38;"Homme";"Enseignement technique ou professionnel court";7515,2440985;"Exerce une profession";"Ouvrier qualifie";5;"Oui";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";4
1756;24;"Femme";"Enseignement technique ou professionnel long";5276,4551888;"Chomeur";"Employe";0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";6
1757;62;"Femme";"Enseignement superieur y compris technique superieur";5117,2424277;"Retraite";"Cadre";2;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";1
1759;44;"Homme";"1er cycle";2064,6315145;"Exerce une profession";"Ouvrier qualifie";4;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";6
1762;30;"Femme";"Enseignement superieur y compris technique superieur";11094,39188;"Exerce une profession";"Employe";5;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";3
1764;47;"Homme";"Enseignement technique ou professionnel court";5303,3458188;"Exerce une profession";"Ouvrier qualifie";10;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";0
1765;28;"Femme";"Enseignement superieur y compris technique superieur";4496,700724;"Exerce une profession";"Profession intermediaire";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
1766;43;"Homme";"2eme cycle";1522,9475123;"Exerce une profession";"Technicien";5;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";3
1767;90;"Femme";"Derniere annee d'etudes primaires";12265,608025;"Retire des affaires";;2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1769;51;"Femme";"Derniere annee d'etudes primaires";3555,5177471;"Exerce une profession";"Ouvrier qualifie";7;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1771;54;"Femme";"Enseignement superieur y compris technique superieur";2478,1142848;"Exerce une profession";"Cadre";2;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Insatisfaction";"Non";"Oui";"Non";"Non";"Oui";"Oui";"Oui";2
